5.235988e-01 2.617994e+00 5.235988e-01 1.047198e+00 5.235988e-01 5.235988e+00 2.094395e+00 5.759587e+00 1.047198e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.263918e-01 2.620812e+00 5.183505e-01 1.044768e+00 5.288216e-01 5.236013e+00 2.091965e+00 5.764835e+00 1.047172e+00 5.510457e-01 5.611315e-01 -1.042729e+00 -4.815970e-01 1.032643e+00 1.008578e-02 -4.815970e-01 1.042729e+00 -1.008578e-02 -7.637986e-01 
5.343777e-01 2.629162e+00 5.029262e-01 1.037693e+00 5.438821e-01 5.236377e+00 2.084891e+00 5.780259e+00 1.046808e+00 1.029995e+00 1.105794e+00 -2.030915e+00 -9.251215e-01 1.955117e+00 7.579878e-02 -9.251215e-01 2.030915e+00 -7.579878e-02 -2.891996e+00 
5.466071e-01 2.642857e+00 4.779965e-01 1.026458e+00 5.673465e-01 5.237842e+00 2.073656e+00 5.805189e+00 1.045343e+00 1.394262e+00 1.628845e+00 -2.939897e+00 -1.311052e+00 2.705314e+00 2.345834e-01 -1.311052e+00 2.939897e+00 -2.345834e-01 -6.050658e+00 
5.618032e-01 2.661635e+00 4.444646e-01 1.011704e+00 5.972963e-01 5.241424e+00 2.058902e+00 5.838721e+00 1.041761e+00 1.621202e+00 2.120541e+00 -3.748049e+00 -1.627508e+00 3.248710e+00 4.993390e-01 -1.627508e+00 3.748049e+00 -4.993390e-01 -9.837971e+00 
5.785613e-01 2.685121e+00 4.034282e-01 9.941545e-01 6.316043e-01 5.248153e+00 2.041352e+00 5.879757e+00 1.035033e+00 1.707658e+00 2.568372e+00 -4.438573e+00 -1.870201e+00 3.577859e+00 8.607141e-01 -1.870201e+00 4.438573e+00 -8.607141e-01 -1.384478e+01 
5.955271e-01 2.712815e+00 3.561210e-01 9.745408e-01 6.681838e-01 5.258881e+00 2.021738e+00 5.927064e+00 1.024305e+00 1.665655e+00 2.960000e+00 -5.000865e+00 -2.040865e+00 3.706519e+00 1.294345e+00 -2.040865e+00 5.000865e+00 -1.294345e+00 -1.770247e+01 
6.115170e-01 2.744100e+00 3.038540e-01 9.535594e-01 7.051551e-01 5.274176e+00 2.000757e+00 5.979331e+00 1.009009e+00 1.516630e+00 3.285479e+00 -5.430429e+00 -2.144950e+00 3.661581e+00 1.768849e+00 -2.144950e+00 5.430429e+00 -1.768849e+00 -2.111075e+01 
6.255890e-01 2.778284e+00 2.479507e-01 9.318392e-01 7.409473e-01 5.294287e+00 1.979037e+00 6.035235e+00 9.888980e-01 1.286495e+00 3.538423e+00 -5.728137e+00 -2.189713e+00 3.476208e+00 2.251928e+00 -2.189713e+00 5.728137e+00 -2.251928e+00 -2.384979e+01 
6.370667e-01 2.814617e+00 1.897145e-01 9.099368e-01 7.743275e-01 5.319143e+00 1.957134e+00 6.093471e+00 9.640419e-01 1.002153e+00 3.715946e+00 -5.898793e+00 -2.182848e+00 3.185001e+00 2.713792e+00 -2.182848e+00 5.898793e+00 -2.713792e+00 -2.578063e+01 
6.455356e-01 2.852351e+00 1.303739e-01 8.883296e-01 8.044036e-01 5.348408e+00 1.935527e+00 6.152811e+00 9.347775e-01 6.890345e-01 3.818369e+00 -5.950297e+00 -2.131928e+00 2.820962e+00 3.129334e+00 -2.131928e+00 5.950297e+00 -3.129334e+00 -2.683702e+01 
6.508260e-01 2.890746e+00 7.106883e-02 8.674201e-01 8.306034e-01 5.381513e+00 1.914618e+00 6.212116e+00 9.016722e-01 3.700956e-01 3.848581e+00 -5.892828e+00 -2.044247e+00 2.414342e+00 3.478486e+00 -2.044247e+00 5.892828e+00 -3.478486e+00 -2.701779e+01 
6.529850e-01 2.929098e+00 1.283943e-02 8.475428e-01 8.526398e-01 5.417706e+00 1.894740e+00 6.270346e+00 8.654792e-01 6.495792e-02 3.811268e+00 -5.738126e+00 -1.926858e+00 1.991816e+00 3.746310e+00 -1.926858e+00 5.738126e+00 -3.746310e+00 -2.637626e+01 
6.522259e-01 2.966764e+00 -4.340815e-02 8.289603e-01 8.704632e-01 5.456130e+00 1.876158e+00 6.326593e+00 8.270550e-01 -2.107011e-01 3.712387e+00 -5.498973e+00 -1.786585e+00 1.575884e+00 3.923089e+00 -1.786585e+00 5.498973e+00 -3.923089e+00 -2.500366e+01 
6.489067e-01 3.003163e+00 -9.690155e-02 8.118664e-01 8.842379e-01 5.495849e+00 1.859064e+00 6.380087e+00 7.873364e-01 -4.451863e-01 3.558818e+00 -5.188814e+00 -1.629996e+00 1.184809e+00 4.004005e+00 -1.629996e+00 5.188814e+00 -4.004005e+00 -2.302345e+01 
6.434853e-01 3.037782e+00 -1.469936e-01 7.963936e-01 8.942893e-01 5.535890e+00 1.843591e+00 6.430179e+00 7.472957e-01 -6.306947e-01 3.357627e+00 -4.820945e+00 -1.463318e+00 8.326233e-01 3.988322e+00 -1.463318e+00 4.820945e+00 -3.988322e+00 -2.057949e+01 
6.364722e-01 3.070180e+00 -1.931696e-01 7.826149e-01 9.010549e-01 5.575300e+00 1.829812e+00 6.476355e+00 7.078853e-01 -7.629845e-01 3.115856e+00 -4.408019e+00 -1.292163e+00 5.291782e-01 3.878840e+00 -1.292163e+00 4.408019e+00 -3.878840e+00 -1.782322e+01 
6.284061e-01 3.099986e+00 -2.350415e-01 7.705495e-01 9.050542e-01 5.613173e+00 1.817747e+00 6.518227e+00 6.700127e-01 -8.410638e-01 2.840290e+00 -3.961681e+00 -1.121390e+00 2.803264e-01 3.681354e+00 -1.121390e+00 3.961681e+00 -3.681354e+00 -1.490724e+01 
6.198257e-01 3.126895e+00 -2.723271e-01 7.601725e-01 9.068508e-01 5.648662e+00 1.807370e+00 6.555512e+00 6.345236e-01 -8.665742e-01 2.537305e+00 -3.492235e+00 -9.549304e-01 8.835619e-02 3.403879e+00 -9.549304e-01 3.492235e+00 -3.403879e+00 -1.197929e+01 
6.112387e-01 3.150660e+00 -3.048385e-01 7.514265e-01 9.070098e-01 5.681014e+00 1.798624e+00 6.588024e+00 6.021713e-01 -8.431950e-01 2.212773e+00 -3.008434e+00 -7.956609e-01 -4.753406e-02 3.055968e+00 -7.956609e-01 3.008434e+00 -3.055968e+00 -9.173838e+00 
6.031072e-01 3.171096e+00 -3.324710e-01 7.442295e-01 9.060752e-01 5.709581e+00 1.791427e+00 6.615656e+00 5.736042e-01 -7.762821e-01 1.872035e+00 -2.517406e+00 -6.453712e-01 -1.309110e-01 2.648317e+00 -6.453712e-01 2.517406e+00 -2.648317e+00 -6.608493e+00 
5.958360e-01 3.188064e+00 -3.551819e-01 7.384866e-01 9.045469e-01 5.733820e+00 1.785684e+00 6.638367e+00 5.493651e-01 -6.724025e-01 1.519982e+00 -2.024780e+00 -5.047983e-01 -1.676042e-01 2.192385e+00 -5.047983e-01 2.024780e+00 -2.192385e+00 -4.381681e+00 
5.897584e-01 3.201472e+00 -3.729758e-01 7.341015e-01 9.028545e-01 5.753307e+00 1.781299e+00 6.656161e+00 5.298787e-01 -5.389049e-01 1.161066e+00 -1.534825e+00 -3.737587e-01 -1.651462e-01 1.699971e+00 -3.737587e-01 1.534825e+00 -1.699971e+00 -2.569030e+00 
5.851308e-01 3.211275e+00 -3.858970e-01 7.309830e-01 9.013454e-01 5.767737e+00 1.778181e+00 6.669082e+00 5.154484e-01 -3.836759e-01 7.993178e-01 -1.050573e+00 -2.512556e-01 -1.324203e-01 1.182994e+00 -2.512556e-01 1.050573e+00 -1.182994e+00 -1.222170e+00 
5.821301e-01 3.217462e+00 -3.940137e-01 7.290531e-01 9.002745e-01 5.776924e+00 1.776251e+00 6.677199e+00 5.062609e-01 -2.148577e-01 4.384696e-01 -5.741797e-01 -1.357102e-01 -7.914753e-02 6.533272e-01 -1.357102e-01 5.741797e-01 -6.533272e-01 -3.688474e-01 
5.808519e-01 3.220059e+00 -3.974121e-01 7.282518e-01 8.997976e-01 5.780800e+00 1.775449e+00 6.680597e+00 5.023856e-01 -4.052985e-02 8.198955e-02 -1.072203e-01 -2.523074e-02 -1.529910e-02 1.225194e-01 -2.523074e-02 1.072203e-01 -1.225194e-01 -1.323581e-02 
