0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
0.000000e+00 7.637983e-01 -7.637986e-01 -3.225900e-07 
0.000000e+00 2.891981e+00 -2.891996e+00 -1.458849e-05 
0.000000e+00 6.050655e+00 -6.050658e+00 -2.754864e-06 
0.000000e+00 9.837934e+00 -9.837971e+00 -3.663518e-05 
0.000000e+00 1.384475e+01 -1.384478e+01 -3.401569e-05 
0.000000e+00 1.770247e+01 -1.770247e+01 -2.457951e-06 
0.000000e+00 2.111070e+01 -2.111075e+01 -4.657993e-05 
0.000000e+00 2.385003e+01 -2.384979e+01 2.396927e-04 
0.000000e+00 2.578058e+01 -2.578063e+01 -4.960169e-05 
0.000000e+00 2.683689e+01 -2.683702e+01 -1.306141e-04 
0.000000e+00 2.701838e+01 -2.701779e+01 5.910306e-04 
0.000000e+00 2.637627e+01 -2.637626e+01 1.132986e-05 
0.000000e+00 2.500299e+01 -2.500366e+01 -6.737322e-04 
0.000000e+00 2.302313e+01 -2.302345e+01 -3.194479e-04 
0.000000e+00 2.057905e+01 -2.057949e+01 -4.402993e-04 
0.000000e+00 1.782256e+01 -1.782322e+01 -6.612459e-04 
0.000000e+00 1.490683e+01 -1.490724e+01 -4.107857e-04 
0.000000e+00 1.197884e+01 -1.197929e+01 -4.516455e-04 
0.000000e+00 9.173293e+00 -9.173838e+00 -5.449893e-04 
0.000000e+00 6.608073e+00 -6.608493e+00 -4.202587e-04 
0.000000e+00 4.381302e+00 -4.381681e+00 -3.791451e-04 
0.000000e+00 2.568607e+00 -2.569030e+00 -4.229288e-04 
0.000000e+00 1.221750e+00 -1.222170e+00 -4.196992e-04 
0.000000e+00 3.684965e-01 -3.688474e-01 -3.509467e-04 
0.000000e+00 1.289833e-02 -1.323581e-02 -3.374831e-04 
0.000000e+00 1.366170e-01 -1.370205e-01 -4.034558e-04 
0.000000e+00 7.010874e-01 -7.014222e-01 -3.347668e-04 
0.000000e+00 1.650170e+00 -1.650484e+00 -3.139971e-04 
0.000000e+00 2.913476e+00 -2.913859e+00 -3.833706e-04 
0.000000e+00 4.409797e+00 -4.410103e+00 -3.061513e-04 
0.000000e+00 6.050913e+00 -6.051230e+00 -3.169088e-04 
0.000000e+00 7.745439e+00 -7.745845e+00 -4.061793e-04 
0.000000e+00 9.402205e+00 -9.402513e+00 -3.076524e-04 
0.000000e+00 1.093423e+01 -1.093457e+01 -3.442715e-04 
0.000000e+00 1.226200e+01 -1.226239e+01 -3.873271e-04 
0.000000e+00 1.331610e+01 -1.331642e+01 -3.224645e-04 
0.000000e+00 1.404090e+01 -1.404127e+01 -3.665311e-04 
0.000000e+00 1.439700e+01 -1.439727e+01 -2.712518e-04 
0.000000e+00 1.436253e+01 -1.436268e+01 -1.465692e-04 
0.000000e+00 1.393550e+01 -1.393576e+01 -2.642004e-04 
0.000000e+00 1.313512e+01 -1.313541e+01 -2.854311e-04 
0.000000e+00 1.200104e+01 -1.200083e+01 2.143543e-04 
0.000000e+00 1.059244e+01 -1.059236e+01 7.886314e-05 
